IDN,IDN,0.0
IDN,MYS,0.0
IDN,CHL,164.55525333980498
IDN,BOL,154.34839197479653
IDN,PER,164.7098370353254
IDN,ARG,152.07463151684237
IDN,CYP,67.56139023657201
IDN,IND,1.538508391319111
IDN,CHN,11.456497126742986
IDN,ISR,64.60720141393332
IDN,PSE,64.8828113227387
IDN,LBN,64.97269515930851
IDN,ETH,47.087838484982505
IDN,SSD,59.1024172155041
IDN,SOM,43.84953834671647
IDN,KEN,53.15678483445238
IDN,PAK,30.351081334814584
IDN,MWI,62.33468775733818
IDN,TZA,56.16070336847406
IDN,SYR,61.146295745752575
IDN,SUR,148.99906370383144
IDN,GUY,151.54203090433873
IDN,KOR,27.634156080684843
IDN,PRK,32.13459487272969
IDN,MAR,99.70211441426022
IDN,ESH,105.65753452410466
IDN,CRI,177.6162583112302
IDN,NIC,177.94932702828805
IDN,COG,76.40837851449037
IDN,COD,63.83286423625629
IDN,BTN,21.157562352006572
IDN,UKR,69.4594122430269
IDN,BLR,78.39501970609825
IDN,NAM,73.3796808490165
IDN,ZAF,69.15449698799029
IDN,MAF,158.50179855364027
IDN,SXM,158.50803695856894
IDN,OMN,38.87484867552106
IDN,UZB,41.284049966079344
IDN,KAZ,39.25912353242436
IDN,TJK,37.308941726087646
IDN,LTU,84.29795991335247
IDN,BRA,124.45332099149034
IDN,URY,152.98284291549797
IDN,MNG,36.82196304831544
IDN,RUS,36.9580078334111
IDN,CZE,87.85810732120572
IDN,DEU,91.83083524406656
IDN,EST,85.05308432190249
IDN,LVA,83.72701914809355
IDN,SWE,91.94396247379235
IDN,FIN,85.3714312955919
IDN,VNM,4.126191104831663
IDN,KHM,6.266667546039965
IDN,LUX,98.83344650884976
IDN,ARE,43.11083500113052
IDN,BEL,99.21509763109101
IDN,GEO,59.94139645312577
IDN,MKD,80.3888352173814
IDN,ALB,81.77668831410568
IDN,AZE,56.25883953068742
IDN,TUR,59.25120172965721
IDN,ESP,96.88534976358942
IDN,LAO,9.34686870386855
IDN,KGZ,39.08763527573244
IDN,ARM,58.74017428555633
IDN,DNK,93.87295638454205
IDN,LBY,71.47050002877812
IDN,TUN,87.62417280036324
IDN,ROU,76.20231505027131
IDN,HUN,83.57496303850598
IDN,SVK,84.41455617746003
IDN,POL,83.87177634553113
IDN,IRL,111.4911331628954
IDN,GBR,104.05528497755634
IDN,GRC,73.46729919478341
IDN,ZMB,63.43860842016373
IDN,SLE,105.33015102840699
IDN,GIN,102.70906313414652
IDN,LBR,102.3969600865573
IDN,CAF,67.57467780615104
IDN,SDN,57.729619638394865
IDN,DJI,51.98395615121528
IDN,ERI,52.35613116882077
IDN,AUT,88.51835403371807
IDN,IRQ,52.381682280446
IDN,ITA,83.85939782300272
IDN,CHE,93.88939788136395
IDN,IRN,38.096049531885996
IDN,NLD,99.51324076158136
IDN,LIE,94.8832907754105
IDN,CIV,97.55039675580036
IDN,SRB,81.16869096742514
IDN,MLI,91.45451395490456
IDN,SEN,106.60404103435202
IDN,NGA,80.59762268087961
IDN,BEN,91.30494027557593
IDN,AGO,72.95050356478728
IDN,HRV,84.85195267826106
IDN,SVN,88.44936383972701
IDN,QAT,47.48628160619072
IDN,SAU,42.49693061645363
IDN,BWA,70.88917087076562
IDN,ZWE,65.6775482167295
