Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2012,2012,2012,2,0,1,Import,8,Albania,ALB,0,World,WLD,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,62161678,0
H4,2012,2012,2012,2,0,2,Export,8,Albania,ALB,0,World,WLD,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,16840340,0
H4,2012,2012,2012,2,0,2,Export,8,Albania,ALB,31,Azerbaijan,AZE,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,64,0
H4,2012,2012,2012,2,0,1,Import,8,Albania,ALB,40,Austria,AUT,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,2516016,0
H4,2012,2012,2012,2,0,2,Export,8,Albania,ALB,40,Austria,AUT,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,27345,0
H4,2012,2012,2012,2,0,1,Import,8,Albania,ALB,56,Belgium,BEL,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,93456,0
H4,2012,2012,2012,2,0,2,Export,8,Albania,ALB,56,Belgium,BEL,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,169,0
H4,2012,2012,2012,2,0,1,Import,8,Albania,ALB,70,Bosnia Herzegovina,BIH,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,5025997,0
H4,2012,2012,2012,2,0,2,Export,8,Albania,ALB,70,Bosnia Herzegovina,BIH,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,447,0
H4,2012,2012,2012,2,0,1,Import,8,Albania,ALB,76,Brazil,BRA,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,45816,0
H4,2012,2012,2012,2,0,1,Import,8,Albania,ALB,100,Bulgaria,BGR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,3191432,0
H4,2012,2012,2012,2,0,2,Export,8,Albania,ALB,100,Bulgaria,BGR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,90594,0
H4,2012,2012,2012,2,0,1,Import,8,Albania,ALB,120,Cameroon,CMR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,195219,0
H4,2012,2012,2012,2,0,1,Import,8,Albania,ALB,124,Canada,CAN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,21846,0
