Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,0,World,WLD,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,662790792,0
H3,2007,2007,2007,2,0,2,Export,12,Algeria,DZA,0,World,WLD,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,136904,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,36,Australia,AUS,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,316,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,40,Austria,AUT,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,134810698,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,56,Belgium,BEL,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,7497318,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,70,Bosnia Herzegovina,BIH,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,1035029,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,76,Brazil,BRA,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,575057,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,100,Bulgaria,BGR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,2955991,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,116,Cambodia,KHM,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,133,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,120,Cameroon,CMR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,575155,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,124,Canada,CAN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,1808080,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,156,China,CHN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,45828802,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,178,Congo,COG,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,382043,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,191,Croatia,HRV,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,200321,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,203,Czechia,CZE,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,1087,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,208,Denmark,DNK,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,2544,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,222,El Salvador,SLV,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,204,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,246,Finland,FIN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,194225964,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,251,France,FRA,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,22822092,0
H3,2007,2007,2007,2,0,2,Export,12,Algeria,DZA,251,France,FRA,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,948,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,266,Gabon,GAB,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,738889,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,276,Germany,DEU,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,11548990,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,300,Greece,GRC,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,2518,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,324,Guinea,GIN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,141015,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,344,"China, Hong Kong SAR",HKG,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,43332,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,348,Hungary,HUN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,461,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,360,Indonesia,IDN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,22858108,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,364,Iran,IRN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,204,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,381,Italy,ITA,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,9851561,0
H3,2007,2007,2007,2,0,2,Export,12,Algeria,DZA,381,Italy,ITA,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,52854,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,384,Côte d'Ivoire,CIV,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,333494,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,392,Japan,JPN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,20083,0
H3,2007,2007,2007,2,0,1,Import,12,Algeria,DZA,400,Jordan,JOR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,545,0
