Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,0,World,WLD,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,219112864,0
H0,1994,1994,1994,2,0,2,Export,12,Algeria,DZA,0,World,WLD,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,28762,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,40,Austria,AUT,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,96443744,0
H0,1994,1994,1994,2,0,2,Export,12,Algeria,DZA,40,Austria,AUT,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,11330,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,58,Belgium-Luxembourg,BEL,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,2842164,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,76,Brazil,BRA,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,1431791,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,120,Cameroon,CMR,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,2413594,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,156,China,CHN,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,22758,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,178,Congo,COG,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,835665,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,208,Denmark,DNK,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,103254,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,246,Finland,FIN,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,15856518,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,251,France,FRA,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,9774365,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,266,Gabon,GAB,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,5935877,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,276,Germany,DEU,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,325555,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,360,Indonesia,IDN,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,41265552,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,381,Italy,ITA,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,257190,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,384,Côte d'Ivoire,CIV,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,1012692,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,392,Japan,JPN,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,2454,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,410,Rep. of Korea,KOR,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,2742,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,458,Malaysia,MYS,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,3334845,0
H0,1994,1994,1994,2,0,2,Export,12,Algeria,DZA,478,Mauritania,MRT,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,3404,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,490,"Other Asia, nes",,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,5835,0
H0,1994,1994,1994,2,0,1,Import,12,Algeria,DZA,504,Morocco,MAR,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,1042686,0
H0,1994,1994,1994,2,0,2,Export,12,Algeria,DZA,504,Morocco,MAR,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,13814,0
