Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H1,2001,2001,2001,2,0,1,Import,8,Albania,ALB,0,World,WLD,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,12240148,0
H1,2001,2001,2001,2,0,2,Export,8,Albania,ALB,0,World,WLD,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,8693294,0
H1,2001,2001,2001,2,0,1,Import,8,Albania,ALB,40,Austria,AUT,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,24758,0
H1,2001,2001,2001,2,0,2,Export,8,Albania,ALB,40,Austria,AUT,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,4829,0
H1,2001,2001,2001,2,0,1,Import,8,Albania,ALB,100,Bulgaria,BGR,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,380284,0
H1,2001,2001,2001,2,0,1,Import,8,Albania,ALB,112,Belarus,BLR,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,14020,0
H1,2001,2001,2001,2,0,1,Import,8,Albania,ALB,156,China,CHN,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,7172,0
H1,2001,2001,2001,2,0,2,Export,8,Albania,ALB,203,Czechia,CZE,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,1498,0
H1,2001,2001,2001,2,0,2,Export,8,Albania,ALB,208,Denmark,DNK,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,9404,0
H1,2001,2001,2001,2,0,1,Import,8,Albania,ALB,246,Finland,FIN,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,186582,0
H1,2001,2001,2001,2,0,1,Import,8,Albania,ALB,251,France,FRA,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,4038,0
