Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H3,2008,2008,2008,2,0,1,Import,12,Algeria,DZA,0,World,WLD,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,642868422,0
H3,2008,2008,2008,2,0,2,Export,12,Algeria,DZA,0,World,WLD,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,122425,0
H3,2008,2008,2008,2,0,1,Import,12,Algeria,DZA,24,Angola,AGO,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,372,0
H3,2008,2008,2008,2,0,1,Import,12,Algeria,DZA,36,Australia,AUS,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,789770,0
H3,2008,2008,2008,2,0,1,Import,12,Algeria,DZA,40,Austria,AUT,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,79573519,0
H3,2008,2008,2008,2,0,1,Import,12,Algeria,DZA,56,Belgium,BEL,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,14472555,0
H3,2008,2008,2008,2,0,1,Import,12,Algeria,DZA,70,Bosnia Herzegovina,BIH,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,419579,0
H3,2008,2008,2008,2,0,1,Import,12,Algeria,DZA,76,Brazil,BRA,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,1452371,0
H3,2008,2008,2008,2,0,1,Import,12,Algeria,DZA,100,Bulgaria,BGR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,3576156,0
H3,2008,2008,2008,2,0,1,Import,12,Algeria,DZA,120,Cameroon,CMR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,677459,0
H3,2008,2008,2008,2,0,1,Import,12,Algeria,DZA,124,Canada,CAN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,574791,0
