Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,0,World,WLD,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,73473876,0
H4,2014,2014,2014,2,0,2,Export,8,Albania,ALB,0,World,WLD,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,17571611,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,40,Austria,AUT,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,2652778,0
H4,2014,2014,2014,2,0,2,Export,8,Albania,ALB,40,Austria,AUT,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,41849,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,56,Belgium,BEL,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,124860,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,70,Bosnia Herzegovina,BIH,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,5935367,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,100,Bulgaria,BGR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,1010317,0
H4,2014,2014,2014,2,0,2,Export,8,Albania,ALB,100,Bulgaria,BGR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,131819,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,108,Burundi,BDI,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,705,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,120,Cameroon,CMR,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,110761,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,124,Canada,CAN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,206279,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,152,Chile,CHL,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,2349,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,156,China,CHN,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,2691121,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,178,Congo,COG,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,3250,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,191,Croatia,HRV,44,Wood and articles of wood; wood charcoal,1,No Quantity,,,266780,0
