Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,0,World,WLD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,32134664,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,0,World,WLD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,2487029,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,40,Austria,AUT,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,747,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,40,Austria,AUT,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,243973,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,58,Belgium-Luxembourg,BEL,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,15024,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,100,Bulgaria,BGR,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,76727,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,124,Canada,CAN,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,5627,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,191,Croatia,HRV,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,312104,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,251,France,FRA,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,205306,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,268,Georgia,GEO,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,364672,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,276,Germany,DEU,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,909465,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,300,Greece,GRC,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,19903378,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,300,Greece,GRC,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,9270,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,348,Hungary,HUN,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,66545,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,381,Italy,ITA,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,3624824,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,381,Italy,ITA,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,574098,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,528,Netherlands,NLD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,10551,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,616,Poland,POL,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,3718,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,642,Romania,ROU,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,114748,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,643,Russian Federation,RUS,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,233079,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,705,Slovenia,SVN,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,9536,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,705,Slovenia,SVN,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,45801,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,724,Spain,ESP,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,977520,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,757,Switzerland,CHE,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,5182002,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,757,Switzerland,CHE,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,14006,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,792,Turkey,TUR,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,72787,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,792,Turkey,TUR,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,329230,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,807,North Macedonia,MKD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,10752,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,807,North Macedonia,MKD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,784156,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,818,Egypt,EGY,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,130112,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,826,United Kingdom,GBR,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,1166,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,842,USA,USA,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,268399,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,891,Serbia and Montenegro,SCG,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,116659,0
H1,1998,1998,1998,2,0,1,Import,8,Albania,ALB,899,"Areas, nes",,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,4265,0
H1,1998,1998,1998,2,0,2,Export,8,Albania,ALB,899,"Areas, nes",,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,1446,0
H1,1998,1998,1998,2,0,1,Import,12,Algeria,DZA,0,World,WLD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,123848320,0
H1,1998,1998,1998,2,0,2,Export,12,Algeria,DZA,0,World,WLD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,9543972864,0
H1,1998,1998,1998,2,0,2,Export,12,Algeria,DZA,31,Azerbaijan,AZE,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,20016,0
H1,1998,1998,1998,2,0,2,Export,12,Algeria,DZA,32,Argentina,ARG,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,13485411,0
H1,1998,1998,1998,2,0,1,Import,12,Algeria,DZA,36,Australia,AUS,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,21172602,0
H1,1998,1998,1998,2,0,2,Export,12,Algeria,DZA,40,Austria,AUT,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,66176916,0
H1,1998,1998,1998,2,0,2,Export,12,Algeria,DZA,44,Bahamas,BHS,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,119906,0
H1,1998,1998,1998,2,0,1,Import,12,Algeria,DZA,58,Belgium-Luxembourg,BEL,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,628934,0
