Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H0,1991,1991,1991,2,0,1,Import,36,Australia,AUS,0,World,WLD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,2292457970,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,0,World,WLD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,8445304676,0
H0,1991,1991,1991,2,0,3,Re-Export,36,Australia,AUS,0,World,WLD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,5054081,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,12,Algeria,DZA,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,19358455,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,32,Argentina,ARG,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,14946484,0
H0,1991,1991,1991,2,0,1,Import,36,Australia,AUS,40,Austria,AUT,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,45799,0
H0,1991,1991,1991,2,0,1,Import,36,Australia,AUS,48,Bahrain,BHR,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,10021455,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,50,Bangladesh,BGD,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,1490316,0
H0,1991,1991,1991,2,0,1,Import,36,Australia,AUS,58,Belgium-Luxembourg,BEL,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,1140106,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,58,Belgium-Luxembourg,BEL,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,55520904,0
H0,1991,1991,1991,2,0,1,Import,36,Australia,AUS,76,Brazil,BRA,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,343658,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,76,Brazil,BRA,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,100223279,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,90,Solomon Isds,SLB,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,7195628,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,92,Br. Virgin Isds,VGB,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,110665,0
H0,1991,1991,1991,2,0,1,Import,36,Australia,AUS,96,Brunei Darussalam,BRN,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,55158130,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,96,Brunei Darussalam,BRN,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,7974,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,100,Bulgaria,BGR,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,1795703,0
H0,1991,1991,1991,2,0,1,Import,36,Australia,AUS,124,Canada,CAN,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,980293,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,124,Canada,CAN,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,18799685,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,144,Sri Lanka,LKA,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,408567,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,152,Chile,CHL,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,28376315,0
H0,1991,1991,1991,2,0,1,Import,36,Australia,AUS,156,China,CHN,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,19172814,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,156,China,CHN,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,16143306,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,162,Christmas Isds,CXR,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,388696,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,166,Cocos Isds,CCK,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,93147,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,184,Cook Isds,COK,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,122717,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,196,Cyprus,CYP,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,44393,0
H0,1991,1991,1991,2,0,1,Import,36,Australia,AUS,208,Denmark,DNK,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,7457,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,208,Denmark,DNK,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,58253577,0
H0,1991,1991,1991,2,0,1,Import,36,Australia,AUS,242,Fiji,FJI,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,4919,0
H0,1991,1991,1991,2,0,2,Export,36,Australia,AUS,242,Fiji,FJI,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,,,56817668,0
